clave_agee,nombre_agee,clave_agem,nombre_agem,zona_salario
1,AGUASCALIENTES,1,Aguascalientes,Resto del País
1,AGUASCALIENTES,2,Asientos,Resto del País
1,AGUASCALIENTES,3,Calvillo,Resto del País
1,AGUASCALIENTES,4,Cosío,Resto del País
1,AGUASCALIENTES,5,Jesús María,Resto del País
1,AGUASCALIENTES,6,Pabellón de Arteaga,Resto del País
1,AGUASCALIENTES,7,Rincón de Romos,Resto del País
1,AGUASCALIENTES,8,San José de Gracia,Resto del País
1,AGUASCALIENTES,9,Tepezalá,Resto del País
1,AGUASCALIENTES,10,El Llano,Resto del País
1,AGUASCALIENTES,11,San Francisco de los Romo,Resto del País
2,BAJA CALIFORNIA,1,Ensenada,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,2,Mexicali,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,3,Tecate,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,4,Tijuana,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,5,Playas de Rosarito,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,6,San Quíntin,Zona Libre de la Frontera Norte
2,BAJA CALIFORNIA,7,San Felipe,Zona Libre de la Frontera Norte
3,BAJA CALIFORNIA SUR,1,Comondú,Resto del País
3,BAJA CALIFORNIA SUR,2,Mulegé,Resto del País
3,BAJA CALIFORNIA SUR,3,La Paz,Resto del País
3,BAJA CALIFORNIA SUR,8,Los Cabos,Resto del País
3,BAJA CALIFORNIA SUR,9,Loreto,Resto del País
4,CAMPECHE,1,Calkiní,Resto del País
4,CAMPECHE,2,Campeche,Resto del País
4,CAMPECHE,3,Carmen,Resto del País
4,CAMPECHE,4,Champotón,Resto del País
4,CAMPECHE,5,Hecelchakán,Resto del País
4,CAMPECHE,6,Hopelchén,Resto del País
4,CAMPECHE,7,Palizada,Resto del País
4,CAMPECHE,8,Tenabo,Resto del País
4,CAMPECHE,9,Escárcega,Resto del País
4,CAMPECHE,10,Calakmul,Resto del País
4,CAMPECHE,11,Candelaria,Resto del País
4,CAMPECHE,12,Seybaplaya,Resto del País
4,CAMPECHE,,Dzitbalché,Resto del País
5, COAHUILA DE ZARAGOZA,1,Abasolo,Resto del País
5, COAHUILA DE ZARAGOZA,2,Acuña,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,3,Allende,Resto del País
5, COAHUILA DE ZARAGOZA,4,Arteaga,Resto del País
5, COAHUILA DE ZARAGOZA,5,Candela,Resto del País
5, COAHUILA DE ZARAGOZA,6,Castaños,Resto del País
5, COAHUILA DE ZARAGOZA,7,Cuatro Ciénegas,Resto del País
5, COAHUILA DE ZARAGOZA,8,Escobedo,Resto del País
5, COAHUILA DE ZARAGOZA,9,Francisco I. Madero,Resto del País
5, COAHUILA DE ZARAGOZA,10,Frontera,Resto del País
5, COAHUILA DE ZARAGOZA,11,General Cepeda,Resto del País
5, COAHUILA DE ZARAGOZA,12,Guerrero,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,13,Hidalgo,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,14,Jiménez,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,15,Juárez,Resto del País
5, COAHUILA DE ZARAGOZA,16,Lamadrid,Resto del País
5, COAHUILA DE ZARAGOZA,17,Matamoros,Resto del País
5, COAHUILA DE ZARAGOZA,18,Monclova,Resto del País
5, COAHUILA DE ZARAGOZA,19,Morelos,Resto del País
5, COAHUILA DE ZARAGOZA,20,Múzquiz,Resto del País
5, COAHUILA DE ZARAGOZA,21,Nadadores,Resto del País
5, COAHUILA DE ZARAGOZA,22,Nava,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,23,Ocampo,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,24,Parras,Resto del País
5, COAHUILA DE ZARAGOZA,25,Piedras Negras,Zona Libre de la Frontera Norte
5, COAHUILA DE ZARAGOZA,26,Progreso,Resto del País
5, COAHUILA DE ZARAGOZA,27,Ramos Arizpe,Resto del País
5, COAHUILA DE ZARAGOZA,28,Sabinas,Resto del País
5, COAHUILA DE ZARAGOZA,29,Sacramento,Resto del País
5, COAHUILA DE ZARAGOZA,30,Saltillo,Resto del País
5, COAHUILA DE ZARAGOZA,31,San Buenaventura,Resto del País
5, COAHUILA DE ZARAGOZA,32,San Juan de Sabinas,Resto del País
5, COAHUILA DE ZARAGOZA,33,San Pedro,Resto del País
5, COAHUILA DE ZARAGOZA,34,Sierra Mojada,Resto del País
5, COAHUILA DE ZARAGOZA,35,Torreón,Resto del País
5, COAHUILA DE ZARAGOZA,36,Viesca,Resto del País
5, COAHUILA DE ZARAGOZA,37,Villa Unión,Resto del País
5, COAHUILA DE ZARAGOZA,38,Zaragoza,Zona Libre de la Frontera Norte
6,COLIMA,1,Armería,Resto del País
6,COLIMA,2,Colima,Resto del País
6,COLIMA,3,Comala,Resto del País
6,COLIMA,4,Coquimatlán,Resto del País
6,COLIMA,5,Cuauhtémoc,Resto del País
6,COLIMA,6,Ixtlahuacán,Resto del País
6,COLIMA,7,Manzanillo,Resto del País
6,COLIMA,8,Minatitlán,Resto del País
6,COLIMA,9,Tecomán,Resto del País
6,COLIMA,10,Villa de Álvarez,Resto del País
7,CHIAPAS,1,Acacoyagua,Resto del País
7,CHIAPAS,2,Acala,Resto del País
7,CHIAPAS,3,Acapetahua,Resto del País
7,CHIAPAS,4,Altamirano,Resto del País
7,CHIAPAS,5,Amatán,Resto del País
7,CHIAPAS,6,Amatenango de la Frontera,Resto del País
7,CHIAPAS,7,Amatenango del Valle,Resto del País
7,CHIAPAS,8,Angel Albino Corzo,Resto del País
7,CHIAPAS,9,Arriaga,Resto del País
7,CHIAPAS,10,Bejucal de Ocampo,Resto del País
7,CHIAPAS,11,Bella Vista,Resto del País
7,CHIAPAS,12,Berriozábal,Resto del País
7,CHIAPAS,13,Bochil,Resto del País
7,CHIAPAS,14,El Bosque,Resto del País
7,CHIAPAS,15,Cacahoatán,Resto del País
7,CHIAPAS,16,Catazajá,Resto del País
7,CHIAPAS,17,Cintalapa,Resto del País
7,CHIAPAS,18,Coapilla,Resto del País
7,CHIAPAS,19,Comitán de Domínguez,Resto del País
7,CHIAPAS,20,La Concordia,Resto del País
7,CHIAPAS,21,Copainalá,Resto del País
7,CHIAPAS,22,Chalchihuitán,Resto del País
7,CHIAPAS,23,Chamula,Resto del País
7,CHIAPAS,24,Chanal,Resto del País
7,CHIAPAS,25,Chapultenango,Resto del País
7,CHIAPAS,26,Chenalhó,Resto del País
7,CHIAPAS,27,Chiapa de Corzo,Resto del País
7,CHIAPAS,28,Chiapilla,Resto del País
7,CHIAPAS,29,Chicoasén,Resto del País
7,CHIAPAS,30,Chicomuselo,Resto del País
7,CHIAPAS,31,Chilón,Resto del País
7,CHIAPAS,32,Escuintla,Resto del País
7,CHIAPAS,33,Francisco León,Resto del País
7,CHIAPAS,34,Frontera Comalapa,Resto del País
7,CHIAPAS,35,Frontera Hidalgo,Resto del País
7,CHIAPAS,36,La Grandeza,Resto del País
7,CHIAPAS,37,Huehuetán,Resto del País
7,CHIAPAS,38,Huixtán,Resto del País
7,CHIAPAS,39,Huitiupán,Resto del País
7,CHIAPAS,40,Huixtla,Resto del País
7,CHIAPAS,41,La Independencia,Resto del País
7,CHIAPAS,42,Ixhuatán,Resto del País
7,CHIAPAS,43,Ixtacomitán,Resto del País
7,CHIAPAS,44,Ixtapa,Resto del País
7,CHIAPAS,45,Ixtapangajoya,Resto del País
7,CHIAPAS,46,Jiquipilas,Resto del País
7,CHIAPAS,47,Jitotol,Resto del País
7,CHIAPAS,48,Juárez,Resto del País
7,CHIAPAS,49,Larráinzar,Resto del País
7,CHIAPAS,50,La Libertad,Resto del País
7,CHIAPAS,51,Mapastepec,Resto del País
7,CHIAPAS,52,Las Margaritas,Resto del País
7,CHIAPAS,53,Mazapa de Madero,Resto del País
7,CHIAPAS,54,Mazatán,Resto del País
7,CHIAPAS,55,Metapa,Resto del País
7,CHIAPAS,56,Mitontic,Resto del País
7,CHIAPAS,57,Motozintla,Resto del País
7,CHIAPAS,58,Nicolás Ruíz,Resto del País
7,CHIAPAS,59,Ocosingo,Resto del País
7,CHIAPAS,60,Ocotepec,Resto del País
7,CHIAPAS,61,Ocozocoautla de Espinosa,Resto del País
7,CHIAPAS,62,Ostuacán,Resto del País
7,CHIAPAS,63,Osumacinta,Resto del País
7,CHIAPAS,64,Oxchuc,Resto del País
7,CHIAPAS,65,Palenque,Resto del País
7,CHIAPAS,66,Pantelhó,Resto del País
7,CHIAPAS,67,Pantepec,Resto del País
7,CHIAPAS,68,Pichucalco,Resto del País
7,CHIAPAS,69,Pijijiapan,Resto del País
7,CHIAPAS,70,El Porvenir,Resto del País
7,CHIAPAS,71,Villa Comaltitlán,Resto del País
7,CHIAPAS,72,Pueblo Nuevo Solistahuacán,Resto del País
7,CHIAPAS,73,Rayón,Resto del País
7,CHIAPAS,74,Reforma,Resto del País
7,CHIAPAS,75,Las Rosas,Resto del País
7,CHIAPAS,76,Sabanilla,Resto del País
7,CHIAPAS,77,Salto de Agua,Resto del País
7,CHIAPAS,78,San Cristóbal de las Casas,Resto del País
7,CHIAPAS,79,San Fernando,Resto del País
7,CHIAPAS,80,Siltepec,Resto del País
7,CHIAPAS,81,Simojovel,Resto del País
7,CHIAPAS,82,Sitalá,Resto del País
7,CHIAPAS,83,Socoltenango,Resto del País
7,CHIAPAS,84,Solosuchiapa,Resto del País
7,CHIAPAS,85,Soyaló,Resto del País
7,CHIAPAS,86,Suchiapa,Resto del País
7,CHIAPAS,87,Suchiate,Resto del País
7,CHIAPAS,88,Sunuapa,Resto del País
7,CHIAPAS,89,Tapachula,Resto del País
7,CHIAPAS,90,Tapalapa,Resto del País
7,CHIAPAS,91,Tapilula,Resto del País
7,CHIAPAS,92,Tecpatán,Resto del País
7,CHIAPAS,93,Tenejapa,Resto del País
7,CHIAPAS,94,Teopisca,Resto del País
7,CHIAPAS,96,Tila,Resto del País
7,CHIAPAS,97,Tonalá,Resto del País
7,CHIAPAS,98,Totolapa,Resto del País
7,CHIAPAS,99,La Trinitaria,Resto del País
7,CHIAPAS,100,Tumbalá,Resto del País
7,CHIAPAS,101,Tuxtla Gutiérrez,Resto del País
7,CHIAPAS,102,Tuxtla Chico,Resto del País
7,CHIAPAS,103,Tuzantán,Resto del País
7,CHIAPAS,104,Tzimol,Resto del País
7,CHIAPAS,105,Unión Juárez,Resto del País
7,CHIAPAS,106,Venustiano Carranza,Resto del País
7,CHIAPAS,107,Villa Corzo,Resto del País
7,CHIAPAS,108,Villaflores,Resto del País
7,CHIAPAS,109,Yajalón,Resto del País
7,CHIAPAS,110,San Lucas,Resto del País
7,CHIAPAS,111,Zinacantán,Resto del País
7,CHIAPAS,112,San Juan Cancuc,Resto del País
7,CHIAPAS,113,Aldama,Resto del País
7,CHIAPAS,114,Benemérito de las Américas,Resto del País
7,CHIAPAS,115,Maravilla Tenejapa,Resto del País
7,CHIAPAS,116,Marqués de Comillas,Resto del País
7,CHIAPAS,117,Montecristo de Guerrero,Resto del País
7,CHIAPAS,118,San Andrés Duraznal,Resto del País
7,CHIAPAS,119,Santiago el Pinar,Resto del País
7,CHIAPAS,120,Capitán Luis Ángel Vidal,Resto del País
7,CHIAPAS,121,Rincón Chamula San Pedro,Resto del País
7,CHIAPAS,122,El Parral,Resto del País
7,CHIAPAS,123,Emiliano Zapata,Resto del País
7,CHIAPAS,124,Mezcalapa,Resto del País
7,CHIAPAS,125,Honduras de la Sierra,Resto del País
7,CHIAPAS,,Belisario Dominguez,Resto del País
8,CHIHUAHUA,1,Ahumada,Resto del País
8,CHIHUAHUA,2,Aldama,Resto del País
8,CHIHUAHUA,3,Allende,Resto del País
8,CHIHUAHUA,4,Aquiles Serdán,Resto del País
8,CHIHUAHUA,5,Ascensión,Zona Libre de la Frontera Norte
8,CHIHUAHUA,6,Bachíniva,Resto del País
8,CHIHUAHUA,7,Balleza,Resto del País
8,CHIHUAHUA,8,Batopilas de Manuel Gómez Morín,Resto del País
8,CHIHUAHUA,9,Bocoyna,Resto del País
8,CHIHUAHUA,10,Buenaventura,Resto del País
8,CHIHUAHUA,11,Camargo,Resto del País
8,CHIHUAHUA,12,Carichí,Resto del País
8,CHIHUAHUA,13,Casas Grandes,Resto del País
8,CHIHUAHUA,14,Coronado,Resto del País
8,CHIHUAHUA,15,Coyame del Sotol,Zona Libre de la Frontera Norte
8,CHIHUAHUA,16,La Cruz,Resto del País
8,CHIHUAHUA,17,Cuauhtémoc,Resto del País
8,CHIHUAHUA,18,Cusihuiriachi,Resto del País
8,CHIHUAHUA,19,Chihuahua,Resto del País
8,CHIHUAHUA,20,Chínipas,Resto del País
8,CHIHUAHUA,21,Delicias,Resto del País
8,CHIHUAHUA,22,Dr. Belisario Domínguez,Resto del País
8,CHIHUAHUA,23,Galeana,Resto del País
8,CHIHUAHUA,24,Santa Isabel,Resto del País
8,CHIHUAHUA,25,Gómez Farías,Resto del País
8,CHIHUAHUA,26,Gran Morelos,Resto del País
8,CHIHUAHUA,27,Guachochi,Resto del País
8,CHIHUAHUA,28,Guadalupe,Zona Libre de la Frontera Norte
8,CHIHUAHUA,29,Guadalupe y Calvo,Resto del País
8,CHIHUAHUA,30,Guazapares,Resto del País
8,CHIHUAHUA,31,Guerrero,Resto del País
8,CHIHUAHUA,32,Hidalgo del Parral,Resto del País
8,CHIHUAHUA,33,Huejotitán,Resto del País
8,CHIHUAHUA,34,Ignacio Zaragoza,Resto del País
8,CHIHUAHUA,35,Janos,Zona Libre de la Frontera Norte
8,CHIHUAHUA,36,Jiménez,Resto del País
8,CHIHUAHUA,37,Juárez,Zona Libre de la Frontera Norte
8,CHIHUAHUA,38,Julimes,Resto del País
8,CHIHUAHUA,39,López,Resto del País
8,CHIHUAHUA,40,Madera,Resto del País
8,CHIHUAHUA,41,Maguarichi,Resto del País
8,CHIHUAHUA,42,Manuel Benavides,Zona Libre de la Frontera Norte
8,CHIHUAHUA,43,Matachí,Resto del País
8,CHIHUAHUA,44,Matamoros,Resto del País
8,CHIHUAHUA,45,Meoqui,Resto del País
8,CHIHUAHUA,46,Morelos,Resto del País
8,CHIHUAHUA,47,Moris,Resto del País
8,CHIHUAHUA,48,Namiquipa,Resto del País
8,CHIHUAHUA,49,Nonoava,Resto del País
8,CHIHUAHUA,50,Nuevo Casas Grandes,Resto del País
8,CHIHUAHUA,51,Ocampo,Resto del País
8,CHIHUAHUA,52,Ojinaga,Zona Libre de la Frontera Norte
8,CHIHUAHUA,53,Praxedis G. Guerrero,Zona Libre de la Frontera Norte
8,CHIHUAHUA,54,Riva Palacio,Resto del País
